,content,label
1111,드래곤길들이기와 함께 내가 애니 감명깊게 본 정말,0
1480,너무나 피아노와 명작. 가슴아픈 더불어 조재현의 양대 역작.,0
1169,동방명주가 나오는것 보니 상하이에서칙었군요악역으로 나온 호프만이 상대적으로 별로인듯비행기에서 심문할때 그 여유라기보다는 극에 현실감을 주지못했다는,1
486,마지막에 조슈아가 엄마한테 안겨서 장소에서도 이겼다고 외치는 너무 펑펑 울었다. 아버지의 희생으로 인간이 만든 가장 지옥 그대로 우리가 어린아이다운 순수함을 같은 간직하고 나와 기뻐하는 아이의 그 모습이 장면에서 아름다워서 울 수밖에 없었다.,1
11,다 좋은데 특수학교 보내는건 머임.. 변호사는 왜 그만두고,1
113,잔잔하게흐르지만 묵직한 울림..할머니의 무한한 사랑속에 성장해가는 상우의 이야기. 참 따듯한 영화이다.마지막 상우의 미안해.에서 울음참느라 힘들었다..,1
487,매력적인 영화...,0
285,없다.. 이렇게 완벽할순 캐스팅이 해피엔딩을 위한 알콩달콩 과정들이..,1
892,"구도에 줫나게 이번엔 몰입해서 봤는데 생각보다 유쾌한 스타일 보다는 디스토피아 평경장 좀 있었음. 어릴 때 스킵 걍 재밌다~ 이거였음 그만큼 다시보니 나한텐 뭔가 재해석된 느낌? 원래 영화볼 때 볼때는 설렁설렁봤다면 하는데 이건 몰입해서 그럴 틈도 없었음. 근데 나한텐 개꿀잼이었던 맞서는 영화. 간 짜임새, 이해관계도 인물 보니 탄탄하게 느껴짐. 그래서 잘만든 전에는 생각 듬. 또 어두운 권력 영화라고 이제 스토리를 좋아해서 더 재밌게 봄. 매장면 거를 타선이 없음. 마지막에 느낌이 오른팔 짤렸다고 정마담이 자세하게 얘기하는 장면은 너무 억지스럽긴 했는데 그거 제외하고 모든 것이 완벽한 느낌. 걍 내 인생영화;; 공공의적과 더불어 ㅋㅋㅋ",1
620,재밋다,0
1155,너무너무재밌게잘봤어요,0
374,뻔했지만 나름대로 괜찮음 다소 지루한다는게 문제.,0
435,"셜리박사가 오렌지 식당에서 피아노를 칠 때 온몸에 전율이 돋았다. 그전까지 백인들의 문화에 맞춰주면서 분노와 경직된 상태로 피아노를 연주하던 셜리박사가, 조그맣고 진정으로 식당에서 허름한 웃고 즐기면서 피아노를 치는 모습과 그걸 보면서 토니... 박수를 우러난 쳐주는 진심에서 진짜 감동적 ㅠㅠ",1
56,언뜻 피해자인 유대인 여자 스파이가 활약하는 반전 테마를 다룬 영화 같지만 실은 전쟁의 참혹함 뿐만 아니라 사람들 마음속에 반드시 존재하는 지옥을 보여주는 영화... 폴 반호겐 감독 진짜 대단하심,1
640,처음 영화평 남겨 봅니다. 사람 참 부끄럽게 만드네요...,0
941,도리 너무 좋다 ㅋㅋㅋ,0
1136,최고 감동 우정 낭만 대박!! (^_*) 꽃보다 청춘~♥♥♥이게 바로 여행의 묘미~ 진정한 청춘 ㅎㅎ 내년에도 이 맴버로 계속 쭈욱 꽃청춘 시리즈 이어졌으면...♥♥,0
294,좀 액션. 스토리나 연출은 최고의 아쉬움.,0
933,마지막까지 ㄷㄷ 큰 감동이 기다리고 있을것이다. 대박전율 참고보는자에겐,1
1496,아름다운 영화... 적절한 발킬머,0
738,보는 내내 다행. 어떻게될까 조마조마 했는데 해피엔딩이어서 둘이,1
840,오늘 보고왔어요~평일이라그런지 아무도없고 우리딸이랑 둘이서만 봤네요ㅎㅎ정말 영화였어요 감동적인 재밌고 제가 더 재밌게봤네요 너무 마무리가 웃고울고ㅋㅋㅋ근데 급한감이 있더군요 공주랑 아들이 어떻게됐는지도 안나고...그게 쫌 아쉬웠어요!!!,1
66,확실히 감동과 유머 다 잡은 것 같고 ost는 좋네요... 너무 근데 톰행크스 연기 진짜 진짜 좋고 제니 마지막에 죽은거 진짜 너무 슬프다...ㅠㅠ,1
465,40년전 쩐다 지금 봐도 개 쩌네 특히나 후반부 액션씬 영화인데 야외에서 소룡이 성님 사자후 시전하면서 영화 배경사운드도 절정이고 굿굿,1
1498,"모던 시네마와 초현실주의의 로맨틱한 조우, 키아로스타미의 이중 운동에 믿음. 대한",0
1370,총성이후 이병헌이 송강호 머리 겨누고 빈 방아쇠두번 당길때 송강호 눈 질~두번 질끈 감는순간 울컥했다 ㅠㅠ,1
1518,잼있네요ㅡ뻔한스토리이긴하지만 마지막에 주인공 죽는줄알았네요 ㅜㅡㅜ가슴졸이면서 ㅎ 재미있게 봤음 ㅎ 참,1
145,자랑스럽다. 그곳엔 이녹이가 있었다. 성유리.,0
1107,영화를 많이 보지 못해서 그럴 수있지만 난 싶다. 최고의 반전이 아닌가 이영화가 정말 통쾌하고 결말이 신났다,1
606,해피엔딩 필요없고 다 굿bbbb,1
694,적당히 슬픈 로맨스 함께 했는데 참 청춘의 전부를 영화겠지 해온 두 사람이 헤어지는 과정에서 눈물이 났습니다.,1
1467,정신차리고 장면은 가족들에 답답함으로 모든걸 났지만 그 치매걸린 어머니를 죽일려는 장면에서 너무 슬프네.. 화가 자기가 않고 갈려는 그 희생에서 감정이 폭발... 그후로는 계속 딴 볼수 없엇다..,1
348,정말 이시절이 그립다 성룡의 표합니다 보여주는 액션에 30년동안 경의를 몸을다해 최고의 액션영화이자 나만의 영화...,0
1401,수현오빠의 연기력에 반한 1인... 진짜 감동 코믹 로맨스~!! 내가좋아하는 장르~!! 못보신분 정말 추천~!!!,0
250,"정말 감정을 같다. 드러내는 10대를 자신의 잘 표현한 것 숨김없이 ""키스하고 싶다.""며 에스더를 바라보는 클로드의 욕망가득한 눈빛이 솔직하고도 발칙해서 기억에 남는다.",1
1493,오 크루엘라..막무가내 악역에서 사연있는 주인공으로 완벽한 변신개인적으로 남작부인에게 빼앗긴 디자인이 알고보니 크루엘라의 계획이었던게 정말 소름돋고 재미있는 부분이었음,1
664,"기억에 아버지가 알려주는 ‘인생을 느끼며. 사는 법’이 제일 후반부에 남고, 마음에 새긴 가치를 살아가고 있다. 나중엔 시간여행을 잘 쓰지 않는다는 점이 마음에 든다. 우리는 시간여행을 할 수 없기에 하루하루에 채로 부여하고 소중히 아버지가 여겨야한다. 가르쳐주신 대로 인생에서 일어나는 일들을 온전히 행복하게",1
246,마지막 장면을 보면서 울컥했습니다. 찾는 어린시절을 다른 사람에게 전달하는 그 마음은 시간이었어요. 감동적이었는지.... 그리고 주인공들도 앤디를 잊지 않고 계속 제 것을 보면서 그런 저한테 존재가 있는지도 생각해보는 얼마나 정말 대박입니다. 사랑해요 디즈니,1
972,줄거리만 읽어도 대충 좋달까~~ 스토리와 결말이라 기대안하고 봤는데 역시 예상대로였지만 재밌게봤다훈훈해서 감이오는,1
304,21세기 최고의걸작 ㅡㅁㅡ;;/ 알수있음 안보고도,0
820,급우들을 향한 보네의 악수는 꾸 염두해 두었던 것 같았다. 가슴이 늘 욱 눌렸다.,1
1151,파파로티 보니 다시 생각나는 영화.. 파파로티보다 훨씬 감동있어요 ㅎㅎ,0
1317,뭐야 평점들이 왜그러지.. 나름 반전도 있고 괜찮았는데.. 근데 확실히 까지 다른영화에 비해 부족한편ㅋ... 1점 정도는 알바니 뭐니 코미디는 할 주면서 아닌듯,1
545,잔인한공포 좋아하시면 좋아요~이정도면재미있네요...,0
812,스타빛나는사랑! 지금 극장서 보는중! 한국최대의역작 클레멘타인을 뛰어넘는 완성도가 뛰어난 영화! 환희의 연기가 빛나는 영화임! 강력추천합니다!^^회장님:명대사! 그럼나랑 주말에 골프치러 사이판 가는거야?,1
444,재미있게보았어요. 감동적이고,0
701,마지막 얼음송곳 ㄷㄷㄷ,1
143,큰 기대 안하고 띄엄띄엄 보다가 집중해서 봤네요!! 저는 잘봤습니다. 액션도 뛰어나고 아슬아슬한 장면들을 극복해 가는게 나름 잼있었어요!! 마지막에 여자 박사가 살았는지 죽었는지가 안나와서 좀 아쉽네요..그래도 딸은 살렸으니 다행스럽다는 ㅎㅎ,1
1443,완전짱이에여999999999999999999999999999999999999999999999999999999점이에요.ㅋㅋ,0
1467,난 영화가 악역없는 이런 좋더라..,0
1376,오래된 영화라서 스포하고갑니다...범인은 이춘재입니다...,1
570,"영화관서 나오길 오래전에 봤던 영화,,, 참 기다렸다는..",0
1550,"배종옥 김갑수 주연의 '세상에서 가장 아름다운 이별'이란 영화도 심금을 울립니다. 우리 아버지 모습같고 어머니 얘기같고 저와 제 여동생 모습같아서 너무나 잘 봤던 영화입니다. 몇달이 지났는데 ""아들~""하고 부르던 엄마의 음성이 잊혀지질 않네요.",0
1283,분노가 치밀어 오른다...엿,0
576,전달하려는 교훈은 좋으나.. 자신의 딸 다른사람의 바뀐것은 여자의 신경쓰면서 자신이 과거를 모습이 변경될 성별이 인생은 전혀 신경쓰지 않은 바꾸므로서 너무 거슬린다... 특히 시간을 돌려서 실수들을 무마하지 않았다면 그렇게 인생이 달라졌을거라고 생각하니 더욱더 소름돋는 면이 있는 영화,1
510,"사람과 영화, 두고 두고 간직하고 싶은 영화! 소중한 아름다운 함께 보세요~!!",0
263,"유능제강임.군대가 강하면 멸하고,나무가 강하면 꺾인다고 하지않음?주제도모르고자존심충만해서막뎀비는쥔공도문제지만,결말에서보듯완장찬이들도상당기간누적된분노에너지가폭발하면언젠간털리게되있음.겁주어길들이기는일시적효과만줄뿐본능적으로끓어오르는감정을억제할수는없다.",1
1101,제목때문에 삼류 에로 영화 타이틀 같지만 내용은 알찬 스릴러 물 그리고 나오는 덱스터에 요즘 데스몬드의 리즈시절 모습을 볼수 있기에,0
212,강추! ㅎㅎ 전체의 틀 속에 옴니버스식으로 이야기가 진행되는게 이야기도 뭔가 코믹하면서도 생각하게 되는..ㅎㅎ 무엇보다 색감이 너무 이뻐서 감탄!! 이런 영화 또 없나요,0
223,누구나 안만난 겪는일이지만 영화로 생생하게 느껴진다 어떤 이유로 헤어지든 생각을 사랑했으니 아픈법 헤어짐은 일생생활자체가 안될만큼 먹먹하게. 결과적으로다시 다 결말에 다시한다 나와 봅니다.극중에서누가 진심으로 갖고있다고 느껴져서 좋았다 헤어지기 전에 대화로 풀고 서로의 단점을 정말 안고 갈수있다면 헤어짐은 쉽지 않을거라고 같은 강자냐 약자기 보단 서로의 상황을 인정하고좀더 성장해서 더 좋은 사람과 더 좋은 사랑을 했으면 .. 라는생각을 인정할수있고 정말 명작입니다 지금이라도 볼수있어서 감사합니다,1
1277,10년전 생각이 나서 그립기도 하네요 dvd로 소장중이니 다시 1편부터 봐야겠네요,0
438,곡들 아름다운,0
564,그냥 사랑하게해주세요 가슴이 넘 아프네요,1
1127,최고....엄정화연기력 대박...,0
322,잔잔한 배경 음악을 틀고 휴식할 때처럼 늦은 싶은 켜놓고 밤 영화,0
146,마지막 그래픽 빼고 다 제미 있음,1
713,추억돋넼ㅋㅋㅋ 이드라마보면서 설렜음ㅋㅋ 최고 ㅋ,0
730,재밌당!,0
973,영화는 좋은데 얻어맞아서 상대팀한테 아냐. 감사용이 전문 패전처리 투수면 절대 15패가 나올 수가 없어. 패는 이기고 있거나 무승부에서 등판해서 본인이 진짜 감사용은 져야 올라가는거야. 패전처리투수가 패전처리는 방어율이 높을뿐 패는 별로 없어.,0
1083,"개인적으로 메카닉 영화 좀더 잼있었고, 적이 알고보니깐 보다 결말에서 쏴라 슛뎀업에 나온 주인공이라니... 어쩐지 많이 어디서 봤다 했어. ㅋㅋㅋ 그리고, 거침없이 이런 느낌이 나더군요. 오늘의 적이 내일의 친구가 될수있다. ㅋㅋㅋ",1
308,마지막에 반전이 있었다면 엽기작이 될수도..,1
625,남자가 마지막으로 여자에게 말하지 못했던 최고의 전하는 부분이 너무 인상깊었고 감동이었다 내가 본 영화 중 속마음을 로맨스영화다,1
1017,레이스는 포드가 이겼을지 모르지만 포드한테 대한 정신은 페라리가 이겼다. 보고나면 차에 빡치게 되는 영화,1
87,내겐 영화. 잊혀지지 않을 절대,0
227,기차 추적신이 제일 재밌네요!! 후라이팬으로 얼굴 후려쌔리기 압권 ㄱ-,1
59,미남 헤헤;;무지무지 짱짱,0
877,추천합니다. 재밌어요! 정말,0
584,훈훈하고 감동적이에요 !!최고평정 낮은게 이해안감 ~~,0
1179,조폭 미화 안 해서 좋긴 한데...그렇다고 나오는 조폭마다 다 빡빡이 내심 독사파 두목하고 싸운 죽여버리네ㅋㅋㅋ 애는 안 죽길 바랬는데,1
522,비키 베드씬이 너무 꿈에서 잠자면 화끈해서 계속.... 대박^^,1
497,역시 최고였다.,0
523,비키 화끈해서 너무 베드씬이 잠자면 꿈에서 계속.... 대박^^,1
1468,딴 답답함으로 가족들에 장면은 화가 났지만 그 치매걸린 어머니를 죽일려는 장면에서 않고 슬프네.. 모든걸 자기가 너무 갈려는 그 희생에서 감정이 폭발... 그후로는 계속 정신차리고 볼수 없엇다..,1
48,아련하겠지 뒤에 찾아봐도 5년 '포'씨처럼,0
457,옛날에 워낭소리 많이 진짜 봤을때 울었는데,0
1466,액션영화면서도 귀수와 아군의 첫사랑의 설레임이 그대로 느껴지는 이쁜영화네요,0
1434,"1편보다 액션도 많이 나오고, 유령도 많이 나오고.....최고!!!!!!",1
1034,와 이건 진짜 와 진짜 와 와 이거 와 아오 와,0
408,변했지. 세상을 바꾸려 했어. 그런데 우리가 우리는,1
460,관료주의의횡포드러나보이지않았음아직이영화를이해하기에미숙하,0
951,좋았고 오토바이씬도 내용도 좋았어요,1
1218,그 울리네요. 악역없이 잔잔하게....마음을 흔한,1
930,거의 눈물이 난다.저 생생한 눈빛과 하셨던 몸짓발짓의 멋진 연기를 생동감넘치는 분들모두가 정말 100년전의 분들이라니 말이 되는가.하다못해 강아지토토의 연기마저 감탄.모두 돌아가셨을껄 생각하니 시간의 흐름이 너무 슬프다.,0
995,마지막 5분 소름 돋았음.,1
946,상당히 기대하면서 보러 갔지만 기대를 내 아득히 뛰어넘는 작품이었다,0
778,코믹이나 재미있었음!! 반전이 내용의 꿀!!,1
1543,결말이 루시가 아쉽다ㅠㅠ 병을 회복하길 바랬는데...,1
1007,.겁쟁이페달보고싶다,0
784,장동건 형체로 표절을 주장한다면 로봇 닮은 사람은 장동건 표절입니까? 예?,0
939,전태일열사로인해 우리노동자들의삶이 많이 나아졌습니다. 자신보다도 공장여동생을 걱정하는 모습이 좋아요 무엇보다도전태일이라는 사람의 개인사를 알수있어서 좋았습니다.,1
772,취향에따라 호불호가 많이 갈리는데 영화 자체는 괜찮다. 재밌게 잘 만들었음.특히 백투더퓨쳐 박사가 3편에서 서부시대에 갔던 내용을 멍청한여자로 보여주니 반갑고 좋았다. 아만다사이프리드가 별 역할없는 연결시켜 아쉽지만^^ 좀 나온건,1
621,샤오샤오에게 목이 남긴 편지가 가장 가슴에 정. 아들보다 어쩌면 더 샤오샤오를 아꼈던 아버지의 깊은 남습니다. 언제라도 돌아오라는 말씀에 아버지가 메입니다.,1
1093,포켓몬스터 AG 아름다운 별 소원의 지라치를 보았다. 아주아주 재미있었다.,0
216,정말 특히 재미있는영화였다.. 저 털보..코믹연기가 뒷모습까지 전달된다..,0
1477,외계인 나왔다고 인간들은 망작이라는 모가지를 비틀어야됨영화를 영화로 보는게 아니라 자기가 보기싫은게 나오면 그냥 망작이라고 평가해버리는 쓰레기들이거든,1
1502,코난 팬인데 재밌어요ㅎㅎ,0
1492,못만들었다.. 너무 포스터를,0
1463,지금까ㅈㅣ 본 드라마중 최고,0
1034,"간만에 재미잇게 본 다큐네요, 엄마가 남긴 쪽지에선 눈물 ㅠㅠ",1
1056,마지막에 닐이 자살할 모든 깨어있던 때 감각이 유일하게 죽었다. 죽음에 외면하는 친구들 속에서 함께 깨어있는 찰리. 끝까지 싸인을 하지 않은 건 오래 기억에 남아 있을 것 같다.,1
752,"갠적으로 08,09년 2년간 다크나이트 트랜스포머2 아바타 ..최고의 2년이었다고 본다. 그때 정점 찍고 약간 내려오는중. 하나는 히어로물계의 원탑 하나는 메카닉계의 원탑,또하나는 흥행계의 원탑. 숲속 3대1액션과 후반부 합체장면만으로도..",1
86,미쳐버린 걔꿀잼 누군가에겐 자신의 이야기,0
1442,^.^ 간만에 사로잡은 영화,0
1255,결말이 꿈 파격적이었다...중년남성들의 너무,1
646,"그냥 이 본다고 생각하면 훌륭한 작품이다. 동양인 비하라고 하는 분들에게 몇마디하자면 레즈비언, 영화 자체가 디스를 통한 개그코드를 유지합니다. 남녀 비하, 유태인, 뮤직비디오 오타쿠들 등등 동양인도 그소재중 하나지 아니에요 본 목적은 동양비하가 ㅋㅋ",0
919,아..정말 추억의 영화.. 아버지가 녹화해놓은것을 10번도 넘게 더 본듯한..,0
5,"보고싶은 것만 보고, 본것을 믿으며 믿는만큼 생각하며 행동한다. 지독한 의심끝에 남겨진것은 의심한자의 끝없는 괴로움뿐이다. 그리고 엔딩 후 느끼는 감정은 똑같이 의심했던 내가 감독에게 조롱당했을지도 모른다는 의심이다.",1
569,시간 때우기에는 쓰레기 킬림타임용 한쿡영화보단 이게 낫다!,0
1493,포스터를 너무 못만들었다..,0
960,감동 위트와 잔잔한 넘치는,0
375,이거 받은적이 흑인들에게 비난을 한때 있었죠.,0
164,최고의 명작이네요 ㅎㅎ 늦은밤 안자고 본 보람이 있네요,0
1026,다영언니 언니가 언니 불쌍해.. 죽는날... 언니 엄마를 만날수 있을거예요..,1
13,화려하게 정성들인 제사상이 왤케 슬프죠??ㅠㅠ 눈물샘 폭발 꺼이꺼이임지호님 맛난 가셔서 어머니곁에 요리 많이 해드리고 그곳에서 행복하세요,1
383,"너무,,잼있다,,훈훈하고,, 뭔가 진짜 뭉클한 느낌!!사남일녀,,홧팅♥",0
979,잔잔한감동과 전쟁은 일어나서는 절대 안되는..,0
273,주인공이 순수한게 너무좋았고 장면이 다시만나자는 이야기를 하고 이별을 하는 마지막에 너무 슬프고 인상적이었다.,1
868,"사랑과 장난을 대해 다시 한 번 생각해보게 생각하는 영화. 개인적으로 최근에 봤던 영화 중에 제일 감동적이었습니다. 일몰이 질 때 항구에서 우정에 미안하다며 대화를 게... 장면과, 위탁 가정에 있던 메리와 다시 만나게 되면서 메리에게 치며 끌어안아주던 장면은 정말 잊지 못할 것 같아요. 혈연으로 맺어지지 훨씬 않아도 될 수 있고, 나이가 달라도 친구가 될 수 있다는 만드는 어쩌면 이러한 형태의 사랑과 우정이 우리가 관념적으로 나누던 것들보다 부모가 더 위대하지 않을까 싶어요. 좋은 영화 잘 봤습니다.",1
814,"옛날 영화는 장면이 영화만의 멋이 있는것같다. 꽃 그렇게 특별한 내용도 아니었는데 괜히 더 감동스럽고 더 아름다워보이게 하는 옛날 영화만의 필터 효과.. 라디오 당신 브금이 깔리면서 마지막 장면에서 같이 비와 옛날 참 좋았고, 개인적으로 부끄러워서 고백못하는 남자 사연에서 우산쓰는 애청자들이 농협에 사실 한송이씩 주러가는 장면이 인상적이었다.",1
881,마지막에 우디가 포기하지 않고 지금까지 앤디 곁을 지켰는지 다 아는듯이 앤디가 보니한테 얘기해주는게 슬픔ㅠ 앤디도 우디보내기 힘들었겠지ㅜㅍ,1
866,"뻔한 이야기일 수 있었겠지만, 그들의 가까이 서있을 수 있다는 것",0
481,주제를 대사가 지루할 전달하려는 메시지는 의미있었다.자칫 수 수 있는 연기와 재미있게 풀어내어 더욱 집중하기 좋았다. 라주와 공장형 학교라는 큰 주제 아래에 친구 사이의 우정을 담아더 감동적이었다. 특히 란초와 파르한이 위독하신 라주의 아버지를 빠르게 병원으로 모셔와 또 끌어안는 장면은 정말 잊을 재미있음에도 없다.,1
736,"만점을 줘도 하나도 안아까운 명작..영화~^!!. 기분이엇따~^!!. 향수를 그 때를 살아보진 않았으나 ..영화를 관람하는 내내...그 시절, 많이 맡아보는 그 김민선(김규리)의 여신같은 미모와 연기는 ..성스러움을 떠 올리기에 알맞았다~^!!.",0
41,"사람의 존재가 가볍다가도 무거운 이유... 최민식씨가 마지막에 감방에 안들어 가겠다 하는 것도, 자기비하만 하던 호구가 아닌 한사람의 사람으로 살아가게 해준 그녀의 마음을 위해였겠지요.. 눈물나네요..",1
572,"3부는 1, 2부에 비해 약간 늘어지는 느낌이 있었지만, 북부의 왕 롭 스타크와 어미의 죽음 같은 예상외 반전이 마음에 든다.",1
652,"미친짓,비극이다. 하지만 전쟁의 이것이 실체이고, 역사이다",1
1011,솔직히 기대안하고 봤는데 몰입감은 상당합니다.뭔가 나오고 심취적인면은 있으나 밀덕들이 좋아할만한 무기들이 미국국뽕 잠수함관련 영화라는게 흥미롭네요. 예전 전함발칸포로 U보트같은 구식 잠수함이 아닌 최근 핵잠수함이라는게 좀 신선하다랄까....암튼 않았나 아쉬운점은 대함미사일 요격을 그 요격한다는건 좀 너무 나가지 한가지 합니다. ㅋㅋ 2차세계대전 비싼 대함 미사일이 고작 발칸포로 격추시킨다고? 그저 웃음만,1
1198,"뮤지컬 영화입니다. 1위가 괜히 된게 아니었군요. 이건 레벨의 대부,바람과함께 사라지다 정말이지 역대 3명의 주인공은 마치 뮤지컬계의 마잭,마돈나,엘비스급의 춤과 노래실력을 보여줌.",0
1148,역시나 원치않았던 결말. 보고 난뒤의 찜찜함이란,1
896,김강우 드라마 해운대연인들 난 마지막회까지 본방사수해서 봤는데 나름 저한테 완전재밌엇음 못보신분들 올레티비 로 다시보세요 김강우 캐릭터 호감가는 귀여운 캐릭터 ㅎ[나 이런감정처음이야] 명대사 김강우대사,1
1460,아름다운 영화. 다만 바이올린에서 시작하여 첫사랑으로 끝나는 과정이 썩 매끄럽지만은 않았다.하지만 좋다!,1
284,누나가 죽었는데 주인공 머릿속에서 멀쩡한 사람처럼 살아있는 것이 너무 큰 몰입 방해 요소였다. 죽은 사람이 이렇게 멀쩡하게 대화도 하고 주위인물 아무도 주인공이 허공에 대고 대화하는 걸 이상하게 여기지 않는 개연성 충돌이라 생각된다. 신파나 약간의 개연성 부족은 다 넘어갈 수 있지만 괜히 큰 부상을 입은것으로 해도 될 누나의 상황을 굳이 사망을 시킬필요가 있었나 싶은 생각이 상영 내내 들었다.죽은 누나와 멀쩡히 대화하는 주인공이 정신병걸린것이 아닌가 의심해야되는 개연성부족한 설정을 제외한면 그럭저럭 볼만했다.,1
817,가슴떨리는..그냥 현실적이고 담백하면서 최고ㅜㅜ,0
1102,결말빼고는 남자들 아드레날린팍팍!! 강추임,1
1112,드래곤길들이기와 함께 내가 정말 감명깊게 본 애니,0
916,올바르게 떳떳하고 세상 살기가 너무 어렵다. 많은 생각을 하게 만드는 영화.,0
561,다죽네 블랙호크구하려다 ㅠㅜ,1
590,"좋아하는 영화 목록에 있는 작품인데,",0
1454,"내가 제일 사랑하는 중국영화 액션과 로맨스의 공존 이영화 4번은 봤나,,",0
1084,"개인적으로 메카닉 보다 ㅋㅋㅋ 잼있었고, 그리고, 오늘의 영화 거침없이 쏴라 슛뎀업에 나온 주인공이라니... 어쩐지 어디서 많이 봤다 했어. 좀더 적이 결말에서 이런 느낌이 나더군요. 알고보니깐 적이 내일의 친구가 될수있다. ㅋㅋㅋ",1
1204,"시간을 돌릴 누가 있는데, 없었던거겠지? 폭우가 쏟아져도 시간을 돌리지 않는 주인공...결혼식이 너무 행복해서 시간을 돌릴 필요가 결혼식에 수 물어도 내 최애 영화.",1
372,"할것입니다ㅠㅠ 아이들과 함께 자란 나이 인지라 많이 컸다는 이야기를 들었을때 저한테 돌려놔요ㅠㅠ 같아 너무 가슴이 벅차고 눈물이 났습니다.. 가부몬 모두 그 시대에 선택받은 아이들이였고, 디지몬과 계속 함께 선택받은 그니까 아구몬, 우리 하는말 엉엉엉ㅠㅠ",1
1178,"왜 메리가 위탁가정에게 맡겨질수밖에 없었나. 결국 할머니의 되도않는 욕심때문에 메리는 사랑하는 삼촌과 떨어지게 되고, 할머니 변호사는 악인이다. 할머니는 자기 딸의 끝을 봤는데도 저러는거 보면 정말 한심한 사람이다. 변호사는 저런 변호를 하고 죄책감이없나. 자기멋대로 해석하고 저래도 되나, 질문이 아니고 지생각만 말하고, 그래도 영화가 정말 감동적이고, 좋았다",1
16,박력넘치는 액션 스턴트 평작이다!,0
1378,너무너무 마음이 아프다..애국가를 불러도 감동적인 윤수가ㅠㅠㅠ너무 좋은 무섭다고하는 영화를 봐서 행복하고 감독님과 배우분들 작가분들 수고많으셨어요,1
1400,이건 뭐...국내에 너무 안 알려진 영화라...매니아들만 봤을테니...후회는 없다.,0
758,인생의 매 순간이 왜 소중하고 중요하지를 알게해준 영화. 매일 같은 일상에 지쳐있는 지금의 나에게 아주 큰 교훈을 준 영화. 영화 속 주인공이 아버지와의 마지막 시간을 보낼때 그 장면이 너무 감동적이였다. 실제생활에선 일어날수 없는 기적같은 능력이지만 저 능력이 너무 부러운것도 사실이다. 주인공처럼 후회없이 내사람들을 만나고 같이 경험하고 떠나보냈으면 좋겠다. 하지만 나에겐 그런 능력이 없기에 하루를 마지막날처럼 살아가야겠다.,1
173,말이 필요없고.. 진짜 꼭 봐야하는 영화.. 결말을 알았을때 숨이 콱하고 막혔음 놀라서..해피도 세드도 아닌 오픈엔딩 재미없다고 하는사람은 꼭 주인공 두명이서 알콩달콩 사랑해야하는 영화를 바라는 사람인가.,1
327,웁니다.. 해외수니는,0
734,결혼은 견우같은 남자와 해야겠다 싶은 영화 나무 벼락맞아서 두조각났는데 그녀가 상심할까봐 똑같은 나무 구해서 심어놓고 감동감동!!,1
